id,value,sim
7718, 3.323E-07,Mode#6,Frequency=   6.742e-03Hz
7719, 3.250E-07,Mode#6,Frequency=   6.742e-03Hz
7720, 3.186E-07,Mode#6,Frequency=   6.742e-03Hz
7721, 3.136E-07,Mode#6,Frequency=   6.742e-03Hz
7722, 3.091E-07,Mode#6,Frequency=   6.742e-03Hz
7952, 3.955E-07,Mode#6,Frequency=   6.742e-03Hz
7953, 3.910E-07,Mode#6,Frequency=   6.742e-03Hz
7954, 3.868E-07,Mode#6,Frequency=   6.742e-03Hz
7955, 3.813E-07,Mode#6,Frequency=   6.742e-03Hz
7956, 3.750E-07,Mode#6,Frequency=   6.742e-03Hz
7957, 3.695E-07,Mode#6,Frequency=   6.742e-03Hz
7958, 3.646E-07,Mode#6,Frequency=   6.742e-03Hz
8895, 3.108E-07,Mode#6,Frequency=   6.742e-03Hz
8896, 3.038E-07,Mode#6,Frequency=   6.742e-03Hz
8897, 2.959E-07,Mode#6,Frequency=   6.742e-03Hz
8898, 2.864E-07,Mode#6,Frequency=   6.742e-03Hz
8899, 2.775E-07,Mode#6,Frequency=   6.742e-03Hz
8900, 2.705E-07,Mode#6,Frequency=   6.742e-03Hz
8901, 2.652E-07,Mode#6,Frequency=   6.742e-03Hz
8902, 2.604E-07,Mode#6,Frequency=   6.742e-03Hz
8903, 2.562E-07,Mode#6,Frequency=   6.742e-03Hz
8904, 2.517E-07,Mode#6,Frequency=   6.742e-03Hz
8905, 2.471E-07,Mode#6,Frequency=   6.742e-03Hz
9013, 3.371E-07,Mode#6,Frequency=   6.742e-03Hz
9014, 3.312E-07,Mode#6,Frequency=   6.742e-03Hz
9015, 3.249E-07,Mode#6,Frequency=   6.742e-03Hz
9016, 3.166E-07,Mode#6,Frequency=   6.742e-03Hz
9017, 3.084E-07,Mode#6,Frequency=   6.742e-03Hz
9018, 3.015E-07,Mode#6,Frequency=   6.742e-03Hz
9019, 2.964E-07,Mode#6,Frequency=   6.742e-03Hz
9020, 2.919E-07,Mode#6,Frequency=   6.742e-03Hz
9021, 2.877E-07,Mode#6,Frequency=   6.742e-03Hz
9022, 2.834E-07,Mode#6,Frequency=   6.742e-03Hz
9485, 3.893E-07,Mode#6,Frequency=   6.742e-03Hz
9486, 3.816E-07,Mode#6,Frequency=   6.742e-03Hz
9487, 3.730E-07,Mode#6,Frequency=   6.742e-03Hz
9488, 3.632E-07,Mode#6,Frequency=   6.742e-03Hz
9489, 3.548E-07,Mode#6,Frequency=   6.742e-03Hz
9490, 3.486E-07,Mode#6,Frequency=   6.742e-03Hz
9491, 3.432E-07,Mode#6,Frequency=   6.742e-03Hz
9492, 3.384E-07,Mode#6,Frequency=   6.742e-03Hz
9493, 3.336E-07,Mode#6,Frequency=   6.742e-03Hz
9494, 3.289E-07,Mode#6,Frequency=   6.742e-03Hz
10547, 3.222E-07,Mode#6,Frequency=   6.742e-03Hz
10548, 3.102E-07,Mode#6,Frequency=   6.742e-03Hz
10549, 2.931E-07,Mode#6,Frequency=   6.742e-03Hz
10550, 2.772E-07,Mode#6,Frequency=   6.742e-03Hz
10551, 2.679E-07,Mode#6,Frequency=   6.742e-03Hz
10552, 2.607E-07,Mode#6,Frequency=   6.742e-03Hz
10553, 2.533E-07,Mode#6,Frequency=   6.742e-03Hz
10554, 2.463E-07,Mode#6,Frequency=   6.742e-03Hz
10555, 2.394E-07,Mode#6,Frequency=   6.742e-03Hz
10556, 2.322E-07,Mode#6,Frequency=   6.742e-03Hz
10557, 2.250E-07,Mode#6,Frequency=   6.742e-03Hz
10558, 2.177E-07,Mode#6,Frequency=   6.742e-03Hz
10559, 2.106E-07,Mode#6,Frequency=   6.742e-03Hz
10902, 3.995E-07,Mode#6,Frequency=   6.742e-03Hz
10903, 3.986E-07,Mode#6,Frequency=   6.742e-03Hz
10904, 3.999E-07,Mode#6,Frequency=   6.742e-03Hz
10905, 3.986E-07,Mode#6,Frequency=   6.742e-03Hz
13969, 3.689E-07,Mode#6,Frequency=   6.742e-03Hz
13970, 3.593E-07,Mode#6,Frequency=   6.742e-03Hz
13971, 3.472E-07,Mode#6,Frequency=   6.742e-03Hz
13972, 3.337E-07,Mode#6,Frequency=   6.742e-03Hz
13973, 3.241E-07,Mode#6,Frequency=   6.742e-03Hz
13974, 3.177E-07,Mode#6,Frequency=   6.742e-03Hz
13975, 3.119E-07,Mode#6,Frequency=   6.742e-03Hz
13976, 3.065E-07,Mode#6,Frequency=   6.742e-03Hz
13977, 3.014E-07,Mode#6,Frequency=   6.742e-03Hz
13978, 2.962E-07,Mode#6,Frequency=   6.742e-03Hz
13979, 2.909E-07,Mode#6,Frequency=   6.742e-03Hz
1107, 2.568E-07,Mode#6,Frequency=   6.742e-03Hz
1108, 2.490E-07,Mode#6,Frequency=   6.742e-03Hz
1109, 2.403E-07,Mode#6,Frequency=   6.742e-03Hz
1110, 2.308E-07,Mode#6,Frequency=   6.742e-03Hz
1111, 2.222E-07,Mode#6,Frequency=   6.742e-03Hz
1112, 2.156E-07,Mode#6,Frequency=   6.742e-03Hz
1113, 2.094E-07,Mode#6,Frequency=   6.742e-03Hz
1114, 2.037E-07,Mode#6,Frequency=   6.742e-03Hz
1115, 1.978E-07,Mode#6,Frequency=   6.742e-03Hz
1116, 1.920E-07,Mode#6,Frequency=   6.742e-03Hz
1117, 1.861E-07,Mode#6,Frequency=   6.742e-03Hz
1118, 1.802E-07,Mode#6,Frequency=   6.742e-03Hz
1119, 1.746E-07,Mode#6,Frequency=   6.742e-03Hz
5828, 2.757E-07,Mode#6,Frequency=   6.742e-03Hz
5829, 2.719E-07,Mode#6,Frequency=   6.742e-03Hz
5830, 2.663E-07,Mode#6,Frequency=   6.742e-03Hz
5831, 2.600E-07,Mode#6,Frequency=   6.742e-03Hz
5832, 2.540E-07,Mode#6,Frequency=   6.742e-03Hz
5833, 2.495E-07,Mode#6,Frequency=   6.742e-03Hz
5834, 2.456E-07,Mode#6,Frequency=   6.742e-03Hz
5835, 2.422E-07,Mode#6,Frequency=   6.742e-03Hz
6299, 3.008E-07,Mode#6,Frequency=   6.742e-03Hz
6300, 2.965E-07,Mode#6,Frequency=   6.742e-03Hz
6301, 2.915E-07,Mode#6,Frequency=   6.742e-03Hz
6302, 2.848E-07,Mode#6,Frequency=   6.742e-03Hz
6303, 2.774E-07,Mode#6,Frequency=   6.742e-03Hz
6304, 2.708E-07,Mode#6,Frequency=   6.742e-03Hz
6305, 2.660E-07,Mode#6,Frequency=   6.742e-03Hz
6306, 2.618E-07,Mode#6,Frequency=   6.742e-03Hz
6307, 2.581E-07,Mode#6,Frequency=   6.742e-03Hz
6308, 2.544E-07,Mode#6,Frequency=   6.742e-03Hz
7361, 3.017E-07,Mode#6,Frequency=   6.742e-03Hz
7362, 2.893E-07,Mode#6,Frequency=   6.742e-03Hz
7363, 2.709E-07,Mode#6,Frequency=   6.742e-03Hz
7364, 2.553E-07,Mode#6,Frequency=   6.742e-03Hz
7365, 2.468E-07,Mode#6,Frequency=   6.742e-03Hz
7366, 2.389E-07,Mode#6,Frequency=   6.742e-03Hz
7367, 2.306E-07,Mode#6,Frequency=   6.742e-03Hz
7368, 2.223E-07,Mode#6,Frequency=   6.742e-03Hz
7369, 2.140E-07,Mode#6,Frequency=   6.742e-03Hz
7370, 2.055E-07,Mode#6,Frequency=   6.742e-03Hz
7371, 1.969E-07,Mode#6,Frequency=   6.742e-03Hz
7372, 1.882E-07,Mode#6,Frequency=   6.742e-03Hz
7373, 1.797E-07,Mode#6,Frequency=   6.742e-03Hz
7374, 1.716E-07,Mode#6,Frequency=   6.742e-03Hz
8187, 2.365E-07,Mode#6,Frequency=   6.742e-03Hz
8188, 2.286E-07,Mode#6,Frequency=   6.742e-03Hz
8189, 2.204E-07,Mode#6,Frequency=   6.742e-03Hz
8190, 2.113E-07,Mode#6,Frequency=   6.742e-03Hz
8191, 2.031E-07,Mode#6,Frequency=   6.742e-03Hz
8192, 1.966E-07,Mode#6,Frequency=   6.742e-03Hz
8193, 1.896E-07,Mode#6,Frequency=   6.742e-03Hz
8194, 1.830E-07,Mode#6,Frequency=   6.742e-03Hz
8195, 1.758E-07,Mode#6,Frequency=   6.742e-03Hz
8196, 1.688E-07,Mode#6,Frequency=   6.742e-03Hz
8197, 1.617E-07,Mode#6,Frequency=   6.742e-03Hz
8198, 1.544E-07,Mode#6,Frequency=   6.742e-03Hz
8199, 1.476E-07,Mode#6,Frequency=   6.742e-03Hz
8304, 2.949E-07,Mode#6,Frequency=   6.742e-03Hz
8305, 2.862E-07,Mode#6,Frequency=   6.742e-03Hz
8306, 2.738E-07,Mode#6,Frequency=   6.742e-03Hz
8307, 2.546E-07,Mode#6,Frequency=   6.742e-03Hz
8308, 2.394E-07,Mode#6,Frequency=   6.742e-03Hz
8309, 2.313E-07,Mode#6,Frequency=   6.742e-03Hz
8310, 2.228E-07,Mode#6,Frequency=   6.742e-03Hz
8311, 2.137E-07,Mode#6,Frequency=   6.742e-03Hz
8312, 2.042E-07,Mode#6,Frequency=   6.742e-03Hz
8313, 1.943E-07,Mode#6,Frequency=   6.742e-03Hz
8314, 1.843E-07,Mode#6,Frequency=   6.742e-03Hz
8315, 1.742E-07,Mode#6,Frequency=   6.742e-03Hz
8316, 1.638E-07,Mode#6,Frequency=   6.742e-03Hz
8317, 1.538E-07,Mode#6,Frequency=   6.742e-03Hz
8318, 1.438E-07,Mode#6,Frequency=   6.742e-03Hz
14559, 2.616E-07,Mode#6,Frequency=   6.742e-03Hz
14560, 2.568E-07,Mode#6,Frequency=   6.742e-03Hz
14561, 2.513E-07,Mode#6,Frequency=   6.742e-03Hz
14562, 2.442E-07,Mode#6,Frequency=   6.742e-03Hz
14563, 2.370E-07,Mode#6,Frequency=   6.742e-03Hz
14564, 2.309E-07,Mode#6,Frequency=   6.742e-03Hz
14565, 2.263E-07,Mode#6,Frequency=   6.742e-03Hz
14566, 2.222E-07,Mode#6,Frequency=   6.742e-03Hz
14567, 2.189E-07,Mode#6,Frequency=   6.742e-03Hz
14568, 2.154E-07,Mode#6,Frequency=   6.742e-03Hz
14569, 2.118E-07,Mode#6,Frequency=   6.742e-03Hz
4158, 6.925E-09,Mode#6,Frequency=   6.742e-03Hz
4159, 6.086E-09,Mode#6,Frequency=   6.742e-03Hz
4160, 5.572E-09,Mode#6,Frequency=   6.742e-03Hz
4161, 7.069E-09,Mode#6,Frequency=   6.742e-03Hz
4162, 1.253E-08,Mode#6,Frequency=   6.742e-03Hz
4163, 6.306E-09,Mode#6,Frequency=   6.742e-03Hz
4164, 4.361E-09,Mode#6,Frequency=   6.742e-03Hz
4165, 3.584E-09,Mode#6,Frequency=   6.742e-03Hz
2152, 8.391E-09,Mode#6,Frequency=   6.742e-03Hz
2153, 8.432E-09,Mode#6,Frequency=   6.742e-03Hz
2154, 8.665E-09,Mode#6,Frequency=   6.742e-03Hz
10530, 1.120E-08,Mode#6,Frequency=   6.742e-03Hz
10531, 9.503E-09,Mode#6,Frequency=   6.742e-03Hz
10532, 7.647E-09,Mode#6,Frequency=   6.742e-03Hz
10533, 5.064E-09,Mode#6,Frequency=   6.742e-03Hz
10534, 5.932E-09,Mode#6,Frequency=   6.742e-03Hz
10535, 4.328E-09,Mode#6,Frequency=   6.742e-03Hz
10536, 3.431E-09,Mode#6,Frequency=   6.742e-03Hz
10537, 3.310E-09,Mode#6,Frequency=   6.742e-03Hz
10538, 3.302E-09,Mode#6,Frequency=   6.742e-03Hz
10539, 6.662E-08,Mode#6,Frequency=   6.742e-03Hz
10540, 2.007E-07,Mode#6,Frequency=   6.742e-03Hz
10541, 4.778E-07,Mode#6,Frequency=   6.742e-03Hz
10542, 3.999E-07,Mode#6,Frequency=   6.742e-03Hz
10543, 3.681E-07,Mode#6,Frequency=   6.742e-03Hz
10544, 3.535E-07,Mode#6,Frequency=   6.742e-03Hz
10545, 3.419E-07,Mode#6,Frequency=   6.742e-03Hz
10546, 3.321E-07,Mode#6,Frequency=   6.742e-03Hz
4142, 2.241E-08,Mode#6,Frequency=   6.742e-03Hz
4143, 2.284E-08,Mode#6,Frequency=   6.742e-03Hz
4144, 2.303E-08,Mode#6,Frequency=   6.742e-03Hz
4145, 2.282E-08,Mode#6,Frequency=   6.742e-03Hz
4146, 2.237E-08,Mode#6,Frequency=   6.742e-03Hz
4147, 2.156E-08,Mode#6,Frequency=   6.742e-03Hz
4148, 2.083E-08,Mode#6,Frequency=   6.742e-03Hz
4149, 1.987E-08,Mode#6,Frequency=   6.742e-03Hz
4150, 1.884E-08,Mode#6,Frequency=   6.742e-03Hz
4151, 1.748E-08,Mode#6,Frequency=   6.742e-03Hz
4152, 1.609E-08,Mode#6,Frequency=   6.742e-03Hz
4153, 1.451E-08,Mode#6,Frequency=   6.742e-03Hz
4154, 1.305E-08,Mode#6,Frequency=   6.742e-03Hz
4155, 1.162E-08,Mode#6,Frequency=   6.742e-03Hz
4156, 9.769E-09,Mode#6,Frequency=   6.742e-03Hz
4157, 8.335E-09,Mode#6,Frequency=   6.742e-03Hz
13936, 2.347E-08,Mode#6,Frequency=   6.742e-03Hz
13937, 2.350E-08,Mode#6,Frequency=   6.742e-03Hz
13938, 2.334E-08,Mode#6,Frequency=   6.742e-03Hz
13939, 2.275E-08,Mode#6,Frequency=   6.742e-03Hz
13940, 2.174E-08,Mode#6,Frequency=   6.742e-03Hz
13941, 2.077E-08,Mode#6,Frequency=   6.742e-03Hz
13942, 1.961E-08,Mode#6,Frequency=   6.742e-03Hz
13943, 1.817E-08,Mode#6,Frequency=   6.742e-03Hz
13944, 1.666E-08,Mode#6,Frequency=   6.742e-03Hz
13945, 1.504E-08,Mode#6,Frequency=   6.742e-03Hz
13946, 1.321E-08,Mode#6,Frequency=   6.742e-03Hz
2136, 1.844E-08,Mode#6,Frequency=   6.742e-03Hz
2137, 1.848E-08,Mode#6,Frequency=   6.742e-03Hz
2138, 1.863E-08,Mode#6,Frequency=   6.742e-03Hz
2139, 1.838E-08,Mode#6,Frequency=   6.742e-03Hz
2140, 1.805E-08,Mode#6,Frequency=   6.742e-03Hz
2141, 1.758E-08,Mode#6,Frequency=   6.742e-03Hz
2142, 1.702E-08,Mode#6,Frequency=   6.742e-03Hz
2143, 1.635E-08,Mode#6,Frequency=   6.742e-03Hz
2144, 1.526E-08,Mode#6,Frequency=   6.742e-03Hz
2145, 1.438E-08,Mode#6,Frequency=   6.742e-03Hz
2146, 1.349E-08,Mode#6,Frequency=   6.742e-03Hz
2147, 1.234E-08,Mode#6,Frequency=   6.742e-03Hz
2148, 1.129E-08,Mode#6,Frequency=   6.742e-03Hz
2149, 1.045E-08,Mode#6,Frequency=   6.742e-03Hz
2150, 9.262E-09,Mode#6,Frequency=   6.742e-03Hz
2151, 8.682E-09,Mode#6,Frequency=   6.742e-03Hz
8862, 1.953E-08,Mode#6,Frequency=   6.742e-03Hz
8863, 1.936E-08,Mode#6,Frequency=   6.742e-03Hz
8864, 1.923E-08,Mode#6,Frequency=   6.742e-03Hz
8865, 1.877E-08,Mode#6,Frequency=   6.742e-03Hz
8866, 1.803E-08,Mode#6,Frequency=   6.742e-03Hz
8867, 1.707E-08,Mode#6,Frequency=   6.742e-03Hz
8868, 1.614E-08,Mode#6,Frequency=   6.742e-03Hz
8869, 1.507E-08,Mode#6,Frequency=   6.742e-03Hz
10514, 2.091E-08,Mode#6,Frequency=   6.742e-03Hz
10515, 2.166E-08,Mode#6,Frequency=   6.742e-03Hz
10516, 2.202E-08,Mode#6,Frequency=   6.742e-03Hz
10517, 2.207E-08,Mode#6,Frequency=   6.742e-03Hz
10518, 2.201E-08,Mode#6,Frequency=   6.742e-03Hz
10519, 2.179E-08,Mode#6,Frequency=   6.742e-03Hz
10520, 2.123E-08,Mode#6,Frequency=   6.742e-03Hz
10521, 2.085E-08,Mode#6,Frequency=   6.742e-03Hz
10522, 2.025E-08,Mode#6,Frequency=   6.742e-03Hz
10523, 1.924E-08,Mode#6,Frequency=   6.742e-03Hz
10524, 1.849E-08,Mode#6,Frequency=   6.742e-03Hz
10525, 1.753E-08,Mode#6,Frequency=   6.742e-03Hz
10526, 1.658E-08,Mode#6,Frequency=   6.742e-03Hz
10527, 1.528E-08,Mode#6,Frequency=   6.742e-03Hz
10528, 1.391E-08,Mode#6,Frequency=   6.742e-03Hz
10529, 1.263E-08,Mode#6,Frequency=   6.742e-03Hz
4166, 3.285E-09,Mode#6,Frequency=   6.742e-03Hz
4167, 6.758E-08,Mode#6,Frequency=   6.742e-03Hz
4168, 2.071E-07,Mode#6,Frequency=   6.742e-03Hz
4169, 4.944E-07,Mode#6,Frequency=   6.742e-03Hz
4170, 4.217E-07,Mode#6,Frequency=   6.742e-03Hz
4171, 3.912E-07,Mode#6,Frequency=   6.742e-03Hz
4172, 3.775E-07,Mode#6,Frequency=   6.742e-03Hz
4173, 3.657E-07,Mode#6,Frequency=   6.742e-03Hz
4174, 3.560E-07,Mode#6,Frequency=   6.742e-03Hz
7935, 1.709E-08,Mode#6,Frequency=   6.742e-03Hz
7936, 2.070E-08,Mode#6,Frequency=   6.742e-03Hz
7937, 2.785E-08,Mode#6,Frequency=   6.742e-03Hz
7938, 3.935E-08,Mode#6,Frequency=   6.742e-03Hz
7939, 1.905E-08,Mode#6,Frequency=   6.742e-03Hz
7940, 9.155E-09,Mode#6,Frequency=   6.742e-03Hz
7941, 4.946E-09,Mode#6,Frequency=   6.742e-03Hz
7942, 3.019E-09,Mode#6,Frequency=   6.742e-03Hz
7943, 5.841E-08,Mode#6,Frequency=   6.742e-03Hz
7944, 2.099E-07,Mode#6,Frequency=   6.742e-03Hz
7945, 5.052E-07,Mode#6,Frequency=   6.742e-03Hz
7946, 4.400E-07,Mode#6,Frequency=   6.742e-03Hz
7947, 4.202E-07,Mode#6,Frequency=   6.742e-03Hz
7948, 4.166E-07,Mode#6,Frequency=   6.742e-03Hz
7949, 4.115E-07,Mode#6,Frequency=   6.742e-03Hz
7950, 4.062E-07,Mode#6,Frequency=   6.742e-03Hz
7951, 4.006E-07,Mode#6,Frequency=   6.742e-03Hz
9469, 1.190E-08,Mode#6,Frequency=   6.742e-03Hz
9470, 1.501E-08,Mode#6,Frequency=   6.742e-03Hz
9471, 2.114E-08,Mode#6,Frequency=   6.742e-03Hz
9472, 3.131E-08,Mode#6,Frequency=   6.742e-03Hz
9473, 1.499E-08,Mode#6,Frequency=   6.742e-03Hz
9474, 7.466E-09,Mode#6,Frequency=   6.742e-03Hz
9475, 4.499E-09,Mode#6,Frequency=   6.742e-03Hz
9476, 3.398E-09,Mode#6,Frequency=   6.742e-03Hz
9477, 6.245E-08,Mode#6,Frequency=   6.742e-03Hz
9478, 2.203E-07,Mode#6,Frequency=   6.742e-03Hz
9479, 5.228E-07,Mode#6,Frequency=   6.742e-03Hz
9480, 4.466E-07,Mode#6,Frequency=   6.742e-03Hz
9481, 4.208E-07,Mode#6,Frequency=   6.742e-03Hz
9482, 4.129E-07,Mode#6,Frequency=   6.742e-03Hz
9483, 4.047E-07,Mode#6,Frequency=   6.742e-03Hz
9484, 3.969E-07,Mode#6,Frequency=   6.742e-03Hz
10885, 2.186E-08,Mode#6,Frequency=   6.742e-03Hz
10886, 2.585E-08,Mode#6,Frequency=   6.742e-03Hz
10887, 3.345E-08,Mode#6,Frequency=   6.742e-03Hz
10888, 4.470E-08,Mode#6,Frequency=   6.742e-03Hz
10889, 2.114E-08,Mode#6,Frequency=   6.742e-03Hz
10890, 1.029E-08,Mode#6,Frequency=   6.742e-03Hz
10891, 5.175E-09,Mode#6,Frequency=   6.742e-03Hz
10892, 3.082E-09,Mode#6,Frequency=   6.742e-03Hz
10893, 5.614E-08,Mode#6,Frequency=   6.742e-03Hz
10894, 1.901E-07,Mode#6,Frequency=   6.742e-03Hz
10895, 4.681E-07,Mode#6,Frequency=   6.742e-03Hz
10896, 4.220E-07,Mode#6,Frequency=   6.742e-03Hz
10897, 4.104E-07,Mode#6,Frequency=   6.742e-03Hz
10898, 4.103E-07,Mode#6,Frequency=   6.742e-03Hz
10899, 4.082E-07,Mode#6,Frequency=   6.742e-03Hz
10900, 4.053E-07,Mode#6,Frequency=   6.742e-03Hz
10901, 4.022E-07,Mode#6,Frequency=   6.742e-03Hz
13953, 7.367E-09,Mode#6,Frequency=   6.742e-03Hz
13954, 9.318E-09,Mode#6,Frequency=   6.742e-03Hz
13955, 1.385E-08,Mode#6,Frequency=   6.742e-03Hz
13956, 2.162E-08,Mode#6,Frequency=   6.742e-03Hz
13957, 1.026E-08,Mode#6,Frequency=   6.742e-03Hz
13958, 5.932E-09,Mode#6,Frequency=   6.742e-03Hz
13959, 3.888E-09,Mode#6,Frequency=   6.742e-03Hz
13960, 2.949E-09,Mode#6,Frequency=   6.742e-03Hz
13961, 6.607E-08,Mode#6,Frequency=   6.742e-03Hz
13962, 2.152E-07,Mode#6,Frequency=   6.742e-03Hz
13963, 5.117E-07,Mode#6,Frequency=   6.742e-03Hz
13964, 4.378E-07,Mode#6,Frequency=   6.742e-03Hz
13965, 4.092E-07,Mode#6,Frequency=   6.742e-03Hz
13966, 3.978E-07,Mode#6,Frequency=   6.742e-03Hz
13967, 3.873E-07,Mode#6,Frequency=   6.742e-03Hz
13968, 3.781E-07,Mode#6,Frequency=   6.742e-03Hz
1327, 1.936E-08,Mode#6,Frequency=   6.742e-03Hz
1328, 2.322E-08,Mode#6,Frequency=   6.742e-03Hz
1329, 2.714E-08,Mode#6,Frequency=   6.742e-03Hz
1330, 1.777E-08,Mode#6,Frequency=   6.742e-03Hz
1331, 1.067E-08,Mode#6,Frequency=   6.742e-03Hz
1332, 8.925E-09,Mode#6,Frequency=   6.742e-03Hz
1333, 6.207E-09,Mode#6,Frequency=   6.742e-03Hz
1334, 5.472E-09,Mode#6,Frequency=   6.742e-03Hz
1335, 9.569E-08,Mode#6,Frequency=   6.742e-03Hz
1336, 1.610E-07,Mode#6,Frequency=   6.742e-03Hz
1337, 2.449E-07,Mode#6,Frequency=   6.742e-03Hz
1338, 3.365E-07,Mode#6,Frequency=   6.742e-03Hz
1339, 3.499E-07,Mode#6,Frequency=   6.742e-03Hz
1340, 3.483E-07,Mode#6,Frequency=   6.742e-03Hz
1341, 3.453E-07,Mode#6,Frequency=   6.742e-03Hz
1342, 3.418E-07,Mode#6,Frequency=   6.742e-03Hz
1343, 3.386E-07,Mode#6,Frequency=   6.742e-03Hz
2155, 9.775E-09,Mode#6,Frequency=   6.742e-03Hz
2156, 7.877E-09,Mode#6,Frequency=   6.742e-03Hz
2157, 4.293E-09,Mode#6,Frequency=   6.742e-03Hz
2158, 3.758E-09,Mode#6,Frequency=   6.742e-03Hz
2159, 3.391E-09,Mode#6,Frequency=   6.742e-03Hz
2160, 3.352E-09,Mode#6,Frequency=   6.742e-03Hz
2161, 1.089E-07,Mode#6,Frequency=   6.742e-03Hz
2162, 1.698E-07,Mode#6,Frequency=   6.742e-03Hz
2163, 2.349E-07,Mode#6,Frequency=   6.742e-03Hz
2164, 3.176E-07,Mode#6,Frequency=   6.742e-03Hz
2165, 3.175E-07,Mode#6,Frequency=   6.742e-03Hz
2166, 3.071E-07,Mode#6,Frequency=   6.742e-03Hz
2167, 2.982E-07,Mode#6,Frequency=   6.742e-03Hz
2168, 2.900E-07,Mode#6,Frequency=   6.742e-03Hz
7699, 1.589E-08,Mode#6,Frequency=   6.742e-03Hz
7700, 1.977E-08,Mode#6,Frequency=   6.742e-03Hz
7701, 2.453E-08,Mode#6,Frequency=   6.742e-03Hz
7702, 1.758E-08,Mode#6,Frequency=   6.742e-03Hz
7703, 9.518E-09,Mode#6,Frequency=   6.742e-03Hz
7704, 8.030E-09,Mode#6,Frequency=   6.742e-03Hz
7705, 5.044E-09,Mode#6,Frequency=   6.742e-03Hz
7706, 4.357E-09,Mode#6,Frequency=   6.742e-03Hz
7707, 9.862E-08,Mode#6,Frequency=   6.742e-03Hz
7708, 1.701E-07,Mode#6,Frequency=   6.742e-03Hz
7709, 2.746E-07,Mode#6,Frequency=   6.742e-03Hz
7710, 3.661E-07,Mode#6,Frequency=   6.742e-03Hz
7711, 3.697E-07,Mode#6,Frequency=   6.742e-03Hz
7712, 3.615E-07,Mode#6,Frequency=   6.742e-03Hz
7713, 3.568E-07,Mode#6,Frequency=   6.742e-03Hz
7714, 3.512E-07,Mode#6,Frequency=   6.742e-03Hz
7715, 3.463E-07,Mode#6,Frequency=   6.742e-03Hz
8879, 9.088E-09,Mode#6,Frequency=   6.742e-03Hz
8880, 1.124E-08,Mode#6,Frequency=   6.742e-03Hz
8881, 1.424E-08,Mode#6,Frequency=   6.742e-03Hz
8882, 1.089E-08,Mode#6,Frequency=   6.742e-03Hz
8883, 5.538E-09,Mode#6,Frequency=   6.742e-03Hz
8884, 4.923E-09,Mode#6,Frequency=   6.742e-03Hz
8885, 3.939E-09,Mode#6,Frequency=   6.742e-03Hz
8886, 2.932E-09,Mode#6,Frequency=   6.742e-03Hz
8887, 1.062E-07,Mode#6,Frequency=   6.742e-03Hz
8888, 1.719E-07,Mode#6,Frequency=   6.742e-03Hz
8889, 2.554E-07,Mode#6,Frequency=   6.742e-03Hz
8890, 3.464E-07,Mode#6,Frequency=   6.742e-03Hz
8891, 3.451E-07,Mode#6,Frequency=   6.742e-03Hz
8892, 3.346E-07,Mode#6,Frequency=   6.742e-03Hz
8893, 3.262E-07,Mode#6,Frequency=   6.742e-03Hz
8894, 3.180E-07,Mode#6,Frequency=   6.742e-03Hz
8997, 1.216E-08,Mode#6,Frequency=   6.742e-03Hz
8998, 1.556E-08,Mode#6,Frequency=   6.742e-03Hz
8999, 1.978E-08,Mode#6,Frequency=   6.742e-03Hz
