id,value
15292, 1.135E+03
15304, 1.130E+03
15308, 1.168E+03
15320, 1.161E+03
15323, 1.149E+03
15325, 1.211E+03
15337, 1.169E+03
15340, 1.179E+03
15342, 1.309E+03
15348, 1.223E+03
15355, 1.181E+03
15357, 1.218E+03
15369, 1.575E+03
15370, 1.238E+03
15371, 1.323E+03
15373, 1.211E+03
15386, 1.284E+03
15388, 1.446E+03
15391, 1.257E+03
15394, 1.528E+03
15398, 1.318E+03
15402, 1.702E+03
15406, 1.567E+03
15410, 1.280E+03
15411, 1.352E+03
15415, 1.488E+03
15422, 1.413E+03
15427, 1.352E+03
15432, 1.420E+03
15433, 1.694E+03
15436, 1.631E+03
15445, 1.550E+03
15447, 1.474E+03
15460, 1.594E+03
15462, 1.774E+03
15467, 1.493E+03
15469, 1.713E+03
15471, 1.799E+03
15480, 1.824E+03
15482, 1.531E+03
15488, 1.970E+03
15493, 1.710E+03
15496, 1.744E+03
15499, 1.255E+03
15501, 1.658E+03
15507, 1.825E+03
15508, 1.745E+03
15515, 1.776E+03
15522, 1.240E+03
15526, 1.601E+03
15544, 1.372E+03
15553, 1.480E+03
17917, 1.164E+03
17918, 1.120E+03
17923, 1.368E+03
17924, 1.247E+03
18101, 6.467E+02
18102, 8.609E+02
18107, 1.067E+03
18108, 6.148E+02
18113, 1.627E+03
18114, 1.259E+03
18116, 2.112E+03
18117, 2.003E+03
18122, 1.379E+03
18123, 1.880E+03
18128, 6.120E+02
18129, 7.815E+02
18134, 1.468E+03
18135, 9.122E+02
18142, 1.739E+03
18147, 1.038E+03
18148, 9.400E+02
15455, 1.740E+03
15478, 1.805E+03
15486, 1.813E+03
15503, 1.821E+03
15512, 1.858E+03
15520, 1.849E+03
15527, 1.787E+03
15535, 1.833E+03
15543, 1.846E+03
15556, 1.768E+03
15563, 1.814E+03
15577, 1.677E+03
15585, 1.719E+03
15592, 1.378E+03
15604, 1.596E+03
15605, 1.596E+03
15621, 1.342E+03
15629, 1.528E+03
15646, 1.530E+03
15652, 1.529E+03
15670, 1.455E+03
15691, 1.624E+03
15715, 1.795E+03
15749, 1.803E+03
15786, 1.571E+03
15282, 1.568E+03
15300, 1.536E+03
15316, 1.598E+03
15330, 1.554E+03
15350, 1.603E+03
15358, 1.649E+03
15385, 1.548E+03
15393, 1.601E+03
15420, 1.532E+03
15430, 1.573E+03
15439, 1.611E+03
15457, 1.505E+03
15463, 1.537E+03
15491, 1.588E+03
15492, 1.537E+03
15494, 1.471E+03
15498, 1.494E+03
15531, 1.435E+03
15534, 1.463E+03
15570, 1.387E+03
17188, 1.422E+03
17191, 1.410E+03
17193, 1.390E+03
17196, 1.360E+03
17198, 1.324E+03
17201, 1.299E+03
17203, 1.271E+03
17364, 9.986E+02
17367, 9.738E+02
17369, 9.504E+02
17372, 9.331E+02
17374, 9.331E+02
18057, 6.552E+02
18095, 1.134E+03
18096, 1.157E+03
15538, 1.481E+03
15542, 1.526E+03
15550, 1.602E+03
15569, 1.487E+03
15574, 1.372E+03
15576, 1.357E+03
15582, 1.371E+03
15589, 1.387E+03
15600, 1.422E+03
15606, 1.349E+03
15611, 1.313E+03
15616, 1.261E+03
15620, 1.190E+03
15640, 1.362E+03
15641, 1.327E+03
15647, 1.120E+03
15660, 1.161E+03
15683, 1.348E+03
15688, 1.180E+03
15697, 1.235E+03
15726, 1.373E+03
15729, 1.393E+03
15731, 1.414E+03
15760, 1.602E+03
18056, 9.665E+02
18059, 8.247E+02
18060, 8.590E+02
18066, 6.154E+02
18068, 1.552E+03
18069, 1.109E+03
18074, 1.948E+03
18075, 2.043E+03
18076, 1.874E+03
18081, 1.293E+03
18082, 1.420E+03
15762, 1.655E+03
15764, 1.496E+03
15803, 1.613E+03
15841, 1.683E+03
15868, 1.672E+03
15870, 1.904E+03
18065, 9.023E+02
17377, 9.313E+02
17379, 9.281E+02
17381, 9.356E+02
17382, 9.463E+02
17383, 9.508E+02
17384, 9.520E+02
15657, 1.234E+03
15664, 1.310E+03
15673, 1.358E+03
15700, 1.312E+03
15705, 1.367E+03
15710, 1.405E+03
15735, 1.440E+03
15742, 1.463E+03
15750, 1.475E+03
15773, 1.575E+03
15783, 1.561E+03
15788, 1.547E+03
15791, 1.734E+03
15809, 1.682E+03
15817, 1.642E+03
15827, 1.604E+03
15874, 1.630E+03
15879, 1.684E+03
15918, 1.628E+03
15919, 1.667E+03
17206, 1.261E+03
17208, 1.276E+03
17211, 1.309E+03
17213, 1.352E+03
17214, 1.398E+03
17215, 1.438E+03
17216, 1.469E+03
17217, 1.477E+03
15798, 1.795E+03
15825, 1.908E+03
15829, 1.816E+03
15845, 1.742E+03
15853, 1.897E+03
15872, 1.837E+03
15883, 1.773E+03
15893, 1.875E+03
15914, 1.817E+03
15915, 1.683E+03
15921, 1.770E+03
15923, 1.718E+03
15949, 1.786E+03
15952, 1.724E+03
15956, 1.771E+03
15961, 1.649E+03
15962, 1.732E+03
15965, 1.688E+03
15967, 1.546E+03
15995, 1.685E+03
16001, 1.657E+03
16002, 1.679E+03
16003, 1.604E+03
16011, 1.675E+03
16024, 1.620E+03
16030, 1.536E+03
16031, 1.631E+03
16035, 1.618E+03
16052, 1.574E+03
16071, 1.584E+03
15886, 1.765E+03
15898, 1.916E+03
15903, 1.862E+03
15926, 1.487E+03
15938, 1.533E+03
15970, 1.365E+03
16005, 1.454E+03
18085, 8.204E+02
18086, 1.176E+03
18087, 5.747E+02
18088, 8.042E+02
18091, 4.551E+02
18092, 4.909E+02
18093, 2.519E+02
18094, 3.669E+02
18143, 3.081E+02
18144, 7.060E+02
18167, 3.217E+02
18168, 3.752E+02
18171, 4.514E+02
18172, 3.492E+02
18175, 5.915E+02
18083, 1.004E+03
18089, 7.651E+02
18090, 6.742E+02
18140, 1.229E+03
18141, 1.619E+03
15598, 1.596E+03
15627, 1.567E+03
15649, 1.565E+03
15676, 1.510E+03
15696, 1.480E+03
15719, 1.497E+03
15720, 1.460E+03
15741, 1.475E+03
15746, 1.492E+03
15766, 1.482E+03
15769, 1.507E+03
15790, 1.525E+03
15792, 1.563E+03
15815, 1.703E+03
15819, 1.607E+03
15828, 1.448E+03
15844, 1.809E+03
15846, 1.742E+03
15849, 1.697E+03
15855, 1.378E+03
15865, 1.892E+03
15871, 1.875E+03
15876, 1.761E+03
15877, 1.431E+03
15888, 1.862E+03
15894, 1.939E+03
15905, 1.863E+03
15930, 1.912E+03
15939, 1.842E+03
16079, 1.543E+03
18084, 1.619E+03
15890, 1.606E+03
15910, 1.772E+03
15920, 1.926E+03
15928, 1.535E+03
15935, 1.519E+03
15944, 1.849E+03
15950, 1.690E+03
15951, 1.901E+03
15971, 1.514E+03
15974, 1.306E+03
15975, 1.379E+03
15980, 1.822E+03
16009, 1.309E+03
17953, 1.659E+03
17954, 1.481E+03
17955, 1.315E+03
16010, 1.243E+03
16036, 1.433E+03
16046, 1.299E+03
16061, 1.505E+03
16072, 1.428E+03
16093, 1.488E+03
17602, 7.825E+02
17603, 6.933E+02
17604, 5.889E+02
17605, 4.934E+02
17606, 4.028E+02
17607, 3.470E+02
17608, 3.341E+02
17609, 3.720E+02
17610, 4.473E+02
17611, 5.365E+02
17612, 6.365E+02
17613, 7.327E+02
17614, 8.318E+02
17615, 9.216E+02
17683, 1.160E+03
17692, 1.129E+03
17693, 1.143E+03
17694, 1.813E+03
17695, 1.794E+03
17696, 2.483E+03
17697, 2.430E+03
17698, 1.109E+03
17699, 1.118E+03
17700, 1.843E+03
17701, 1.831E+03
17702, 2.560E+03
17703, 2.529E+03
17704, 1.123E+03
17705, 1.113E+03
17706, 1.107E+03
17707, 2.602E+03
17708, 1.870E+03
17709, 2.581E+03
17710, 2.597E+03
17711, 1.852E+03
17712, 1.863E+03
17713, 1.162E+03
17714, 1.141E+03
17715, 1.876E+03
17716, 1.874E+03
17717, 2.576E+03
17718, 2.593E+03
17719, 1.215E+03
17720, 1.187E+03
17721, 1.883E+03
17722, 1.880E+03
17723, 2.532E+03
17724, 2.558E+03
17725, 1.321E+03
17726, 1.284E+03
17727, 1.249E+03
17728, 2.442E+03
17729, 1.907E+03
17730, 2.502E+03
17731, 2.470E+03
17732, 1.887E+03
17733, 1.895E+03
17735, 1.362E+03
17737, 1.917E+03
15958, 1.615E+03
15997, 1.595E+03
16000, 1.624E+03
16027, 1.573E+03
16028, 1.600E+03
16029, 1.624E+03
16055, 1.550E+03
16057, 1.575E+03
16062, 1.595E+03
16088, 1.530E+03
16091, 1.556E+03
16092, 1.569E+03
16097, 1.562E+03
16112, 1.515E+03
16115, 1.543E+03
16117, 1.554E+03
16137, 1.506E+03
16146, 1.535E+03
16165, 1.496E+03
17218, 1.470E+03
17219, 1.455E+03
17220, 1.433E+03
17221, 1.410E+03
17222, 1.387E+03
17223, 1.368E+03
17224, 1.350E+03
17225, 1.343E+03
17226, 1.339E+03
17385, 9.398E+02
17386, 9.195E+02
17387, 8.921E+02
17388, 8.646E+02
17389, 8.380E+02
17390, 8.182E+02
17391, 8.059E+02
17392, 8.007E+02
17393, 8.120E+02
17394, 8.341E+02
17395, 8.671E+02
17738, 2.375E+03
17739, 2.406E+03
17742, 1.841E+03
17744, 2.374E+03
17745, 2.124E+03
17746, 2.398E+03
17756, 2.264E+03
17758, 2.314E+03
17759, 2.120E+03
17736, 1.932E+03
17734, 1.387E+03
16108, 1.530E+03
